budget,id,original_language,popularity,release_date,revenue,runtime,title,vote_average,vote_count,genres_list,production_countries_list,cast_names,director,roi,release_year,release_decade,runtime_category,rating_category
54000000.0,1819,en,18.600367,2006-07-14,130431368.0,108.0,"You, Me and Dupree",5.4,407,"['Comedy', 'Romance']",['United States of America'],"['Kate Hudson', 'Owen Wilson', 'Matt Dillon', 'Michael Douglas', 'Seth Rogen', 'Amanda Detmer', 'Ralph Ting', 'Todd Stashwick', 'Bill Hader', 'Lance Armstrong', 'Suzanne Ford', 'Claudia Choi', 'Eli Vargas', 'Amber Hay']",Anthony Russo,2.4153957037037035,2006,2000,Media (1-2h),Medio
54000000.0,8536,en,30.515175,1980-12-04,190458706.0,127.0,Superman II,6.5,629,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['United Kingdom', 'United States of America']","['Gene Hackman', 'Christopher Reeve', 'Ned Beatty', 'Jackie Cooper', 'Sarah Douglas', 'Margot Kidder', ""Jack O'Halloran"", 'Valerie Perrine', 'Susannah York', 'Clifton James', 'E.G. Marshall', 'Marc McClure', 'Terence Stamp', 'Leueen Willoughby', 'Robin Pappas', 'Roger Kemp', 'Roger Brierley', 'Anthony Milner', 'Richard Griffiths', 'Melissa Wiltsie', 'Alain Dehay', 'Marc Boyle', 'Alan Stuart', 'John Ratzenberger', 'Shane Rimmer', 'John Morton', 'Jim Dowdall', 'Angus MacInnes', 'Antony Sher', 'Elva Mai Hoover', 'Hadley Kay', 'Todd Woodcroft', 'John Hollis', 'Gordon Rollings', 'Peter Whitman', 'Bill Bailey', 'Dinny Powell', 'Hal Galili', ""Marcus D'Amico"", 'Jackie Cooper', 'Richard LeParmentier', 'Don Fellows', 'Michael Shannon', 'Tony Sibbald', 'Tommy Duggan', 'Pamela Mandell', 'Pepper Martin', 'Eugene Lipinski', 'Cleon Spencer', 'Carl Parris']",Richard Lester,3.527013074074074,1980,1980,Larga (2-3h),Alto
54000000.0,8046,en,9.053456,2003-08-01,7266209.0,121.0,Gigli,3.5,104,['Drama'],['United States of America'],"['Ben Affleck', 'Jennifer Lopez', 'Justin Bartha', 'Lainie Kazan', 'Lenny Venito', 'Missy Crider', 'Al Pacino', 'Christopher Walken', 'Terry Camilleri', 'David Backus', 'Robert Silver', 'Luis Alberto Martínez Barrios', 'Todd Giebenhain', 'Brian Sites', 'Brian Casey', 'Les Bradford', 'David Bonfadini', 'Dwight Ketchum']",Martin Brest,0.13455942592592593,2003,2000,Larga (2-3h),Bajo
55000000.0,1717,en,7.768223,2006-09-10,9450897.0,125.0,All the King's Men,5.7,95,"['Drama', 'Thriller']",['United States of America'],"['Sean Penn', 'Jude Law', 'Kate Winslet', 'James Gandolfini', 'Patricia Clarkson', 'Mark Ruffalo', 'Anthony Hopkins', 'Kathy Baker', 'Jackie Earle Haley', 'Travis Champagne', 'Connor Fox', 'Montgomery John']",Steven Zaillian,0.17183449090909092,2006,2000,Larga (2-3h),Medio
46000000.0,479,en,19.643365,2000-06-15,107196498.0,99.0,Shaft,5.5,308,"['Action', 'Adventure', 'Crime', 'Thriller']","['Germany', 'United States of America']","['Samuel L. Jackson', 'Jeffrey Wright', 'Christian Bale', 'Busta Rhymes', 'Dan Hedaya', 'Toni Collette', 'Richard Roundtree', 'Pat Hingle', 'Philip Bosco', 'Vanessa Williams', 'Lee Tergesen', 'Gordon Parks']",John Singleton,2.330358652173913,2000,2000,Media (1-2h),Medio
53000000.0,9444,en,45.565918,1997-11-20,139804348.0,94.0,Anastasia,7.4,1432,"['Animation', 'Family']",['United States of America'],"['Meg Ryan', 'John Cusack', 'Christopher Lloyd', 'Angela Lansbury', 'Hank Azaria', 'Kelsey Grammer', 'Bernadette Peters', 'Kirsten Dunst', 'Andrea Martin', 'Glenn Walker Harris Jr.', 'Lacey Chabert', 'J.K. Simmons']",Gary Goldman,2.637817886792453,1997,1990,Media (1-2h),Alto
52500000.0,824,en,57.374341,2001-03-09,179213434.0,127.0,Moulin Rouge!,7.4,1300,"['Drama', 'Music', 'Romance']","['Australia', 'United States of America']","['Nicole Kidman', 'Ewan McGregor', 'John Leguizamo', 'Jim Broadbent', 'Richard Roxburgh', 'Garry McDonald', 'Jacek Koman', 'Matthew Whittet', 'Kerry Walker', ""Caroline O'Connor"", 'Christine Anu', 'Natalie Mendoza', 'Lara Mulcahy', 'David Wenham', 'Kylie Minogue', 'Ozzy Osbourne', 'Deobia Oparei', 'Linal Haft', 'Keith Robinson', 'Peter Whitford', 'Norman Kaye', 'Arthur Dignam', 'Carole Skinner', 'Jonathan Hardy', 'Plácido Domingo', 'Kiruna Stamell', 'Anthony Young', 'Dee Donavan', 'Johnny Lockwood', 'Don Reid', 'Tara Morice', 'Daniel Scott', 'Veronica Beattie', 'Lisa Callingham', 'Rosetta Cook', 'Fleur Denny', 'Kelly Grauer', 'Jaclyn Hanson', 'Michelle Hopper', 'Fallon King', 'Wendy McMahon', 'Tracie Morley', 'Sue-Ellen Shook', 'Jenny Wilson', 'Luke Alleva', 'Andrew Aroustian', 'Stephen Colyer', 'Steve Grace', 'Mark Hodge', 'Cameron Mitchell', 'Deon Nuku', 'Shaun Parker', 'Troy Phillips', 'Rodney Syaranamual', 'Ashley Wallen', 'Nathan Wright', 'Susan Black', 'Nicole Brooks', 'Danielle Brown', 'Anastacia Flewin', 'Fiona Gage', 'Alex Harrington', 'Camilla Jakimowicz', 'Rochelle Jones', 'Caroline Kaspar', 'Mandy Liddell', 'Melanie Mackay', 'Elise Mann', 'Charmaine Martin', 'Michelle Wriggles', 'Michael Boyd', ""Lorry D'Ercole"", 'Michael Edge', 'Glyn Gray', 'Craig Haines', 'Stephen Holford', 'Jamie Jewell', 'Jason King', 'Ryan Males', 'Harlin Martin', 'Andrew Micallef', 'Jonathan Schmölzer', 'Bradley Spargo', ""Joseph 'Pepe' Ashton"", 'Jordan Ashton', 'Marcos Falagan', 'Mitchel Falagan', 'Chris Mayhew', 'Hamish McCann', 'Adrien Janssen', 'Shaun Holloway', 'Darren Dowlut', 'Dennis Dowlut', 'Pina Conti', 'Nandy McClean', 'Maya McClean', 'Patrick Harding-Irmer', 'Albin Pahernik', 'Aurel Verne', 'Kip Gamblin']",Baz Luhrmann,3.413589219047619,2001,2000,Larga (2-3h),Alto
75000000.0,11456,en,8.41856,2001-10-30,54249294.0,89.0,Domestic Disturbance,5.4,113,"['Mystery', 'Thriller', 'Crime']",['United States of America'],"['John Travolta', 'Vince Vaughn', 'Teri Polo', ""Matt O'Leary"", 'Steve Buscemi', 'James Lashly', 'Rebecca Tilney', 'Debra Mooney', 'Rodney Pike']",Harold Becker,0.72332392,2001,2000,Media (1-2h),Medio
53000000.0,261023,en,46.049902,2015-09-04,98837872.0,122.0,Black Mass,6.3,1242,"['Crime', 'Drama']","['United Kingdom', 'United States of America']","['Johnny Depp', 'Joel Edgerton', 'Benedict Cumberbatch', 'Dakota Johnson', 'Kevin Bacon', 'Peter Sarsgaard', 'Jesse Plemons', 'David Harbour', 'Adam Scott', 'Corey Stoll', 'Julianne Nicholson', 'W. Earl Brown', 'Bill Camp', 'Juno Temple', 'Mark Mahoney', 'Brad Carter', 'Scott G. Anderson', 'Lonnie Farmer', 'Mary Klug', 'Erica McDermott', 'Luke Ryan', 'Owen Burke', 'Lewis D. Wheeler', 'Billy Meleady', 'Jamie Donnelly', 'David De Beck', 'Gary Galone', 'Rory Cochrane', 'James Russo', 'Jeremy Strong', 'Danae Nason', 'Bretton Manley', 'Berglind Jonsdottir', 'Robert Walsh', 'David Conley', 'Ciaran Crawford', ""Thomas Philip O'Neill"", 'Joey Vacchio', 'Bill Haims', 'Anthony Molinari', 'Todd Ryan Jones', 'Declan Mulvey', 'Bates Wilder', 'Marc Carver', 'Richard Donelly', 'Brian A. White', 'Peter Morse', 'Tom Kemp', 'Patrick M. Walsh', 'Naheem Garcia', 'Kathryn A. Beauchamp', 'Stephen Curran', 'Darin X.L. MacEachern', ""Cary 'Big Shug' Guy"", 'Sean Malone', 'Jack Neary', 'Jimmy Joe Maher', 'Forry Buckingham', 'Danny DeMiller', 'Michael F. Murphy', 'Alexander Cook', 'Ava Cooper', 'Stella Cooper', 'Amanda Blattner', 'Julie Ann Dawson']",Scott Cooper,1.8648655094339623,2015,2010,Larga (2-3h),Alto
90000000.0,3683,en,23.9366,2006-10-18,65900249.0,132.0,Flags of Our Fathers,6.7,526,"['War', 'Drama', 'History']",['United States of America'],"['Ryan Phillippe', 'Adam Beach', 'Jesse Bradford', 'John Benjamin Hickey', 'John Slattery', 'Barry Pepper', 'Jamie Bell', 'Paul Walker', 'Robert Patrick', 'Neal McDonough', 'Melanie Lynskey', 'Chris Bauer', 'Gordon Clapp', 'Judith Ivey', 'Joseph Cross', 'Benjamin Walker', 'Alessandro Mastrobuono', 'Stark Sands', 'Ann Dowd', 'Beth Grant', 'Brian Kimmet', 'Jason Gray-Stanford', 'David Rasche', 'James Newman', 'Beth Tapper', 'Shakti Shannon', 'Scott Eastwood', 'Michael Cumpsty']",Clint Eastwood,0.7322249888888889,2006,2000,Larga (2-3h),Alto
53000000.0,22803,en,49.593978,2009-10-15,126690726.0,109.0,Law Abiding Citizen,7.2,1486,"['Drama', 'Crime', 'Thriller']",['United States of America'],"['Jamie Foxx', 'Gerard Butler', 'Colm Meaney', 'Bruce McGill', 'Leslie Bibb', 'Michael Irby', 'Gregory Itzin', 'Regina Hall', 'Emerald-Angel Young', 'Christian Stolte', 'Annie Corley', 'Richard Portnow', 'Viola Davis', 'Michael Kelly', 'Josh Stewart', 'Roger Bart', 'Dan Bittner', 'Brooke Stacy Mills', 'Patrick McDade', 'Richard Barlow']",F. Gary Gray,2.3903910566037734,2009,2000,Media (1-2h),Alto
67000000.0,285923,en,16.637642,2007-04-06,25037897.0,191.0,Grindhouse,6.8,459,"['Thriller', 'Action', 'Horror']",['United States of America'],"['Kurt Russell', 'Zoë Bell', 'Rosario Dawson', 'Vanessa Ferlito', 'Sydney Tamiia Poitier', 'Tracie Thoms', 'Rose McGowan', 'Jordan Ladd', 'Mary Elizabeth Winstead', 'Quentin Tarantino', 'Michael Parks', 'Freddy Rodríguez', 'Josh Brolin', 'Jeff Fahey', 'Michael Biehn', 'Rebel Rodriguez', 'Bruce Willis', 'Naveen Andrews', 'Sheri Moon Zombie', 'Sybil Danning', 'Bill Moseley', 'Udo Kier', 'Tom Towles', 'Cheech Marin', 'Marley Shelton', 'Tom Savini', 'Danny Trejo', 'Emily Booth', 'MyAnna Buring', 'Nicolas Cage', 'Lorielle New', 'Simon Pegg']",Robert Rodriguez,0.3736999552238806,2007,2000,Muy Larga (>3h),Alto
,39437,en,1.453765,1998-10-16,,172.0,Beloved,5.9,26,"['Drama', 'Thriller']",['United States of America'],"['Oprah Winfrey', 'Danny Glover', 'Thandie Newton', 'Lisa Gay Hamilton', 'Albert Hall', 'Irma P. Hall', 'Kimberly Elise', 'Beah Richards', 'Vertamae Grosvenor']",Jonathan Demme,,1998,1990,Larga (2-3h),Medio
,1950,en,6.162872,2007-05-01,5761917.0,124.0,Lucky You,5.4,81,"['Drama', 'Romance']",['United States of America'],"['Eric Bana', 'Drew Barrymore', 'Robert Duvall', 'Debra Messing', 'Robert Downey Jr.', 'Phyllis Somerville', 'Horatio Sanz', 'Michael Shannon']",Curtis Hanson,,2007,2000,Larga (2-3h),Medio
52000000.0,640,en,73.944049,2002-12-25,352114312.0,141.0,Catch Me If You Can,7.7,3795,"['Drama', 'Crime']",['United States of America'],"['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken', 'Martin Sheen', 'Nathalie Baye', 'Amy Adams', 'James Brolin', 'Brian Howe', 'Frank John Hughes', 'Steve Eastin', 'Chris Ellis', 'John Finn', 'Jennifer Garner', 'Nancy Lenehan', 'Ellen Pompeo', 'Elizabeth Banks', 'Guy Thauvette', 'Candice Azzara', 'Matthew Kimbrough', 'Joshua Boyd', 'Kaitlin Doubleday', 'Kelly McNair', 'Jonathan Dankner', 'Maggie Mellin', 'Thomas Kopache', 'Margaret Travolta', 'Jimmie F. Skaggs', 'Alex Hyde-White', 'Lilyan Chauvin', 'Eugene Fleming', 'Robert Ruth', 'Jennifer Manley', 'James Morrison', 'Robert Symonds', 'Jennifer Kan', 'Robert Curtis Brown', 'Kelly Hutchinson', 'Steve Witting', 'Wendy Worthington', 'Jane Bodle', 'J. Patrick McCormack', 'Brian Goodman', 'Ray Proscia', 'Sarah Lancaster', 'Jill Matson', 'Mike Baldridge', 'Joel Ewing', 'Ritchie Montgomery', 'Jim Antonio', 'Angela Sorensen', 'Jonathan Brent', 'Benita Krista Nall', 'Shane Edelman', 'Andrew Meeks', 'Morgan Rusler', 'Jane Edith Wilson', 'Dave Hager', 'Kyle Davis', ""Patrick Thomas O'Brien"", 'Jaime Ray Newman', 'Deborah Kellner', 'Mercedes Cornett', 'Amy Acker', 'Robert Peters', 'James DuMont', 'Thomas Crawford', 'Sarah Rush', 'Malachi Throne', 'Alfred Dennis', 'Max Kerstein', 'Donna Kimball', 'Jan Munroe', 'Stephen Dunham', 'Brandon Keener', 'Jasmine Jessica Anthony', 'Anthony Powers', 'Lauren Cohn', 'Jeremy Howard', 'Jack Knight', 'Jamie Anderson', 'Kam Heskin', 'Ana Maria Quintana', 'Gerald R. Molen', 'Celine du Tertre', 'Stan Bly', 'Jamie Moss', 'Jessica Collins', 'Frank Abagnale Jr.', 'Roger Léger', 'Jean-François Blanchard', 'Mathieu Gaudreault', 'Guy-Daniel Tremblay', 'Alexander Bisping', 'Patrice Dussault ', 'Paul Todd', 'Jake Wagner', 'Ashley Cohen', 'Kelly Cohen', 'Ellis Hall', 'Steven Meizler', 'Fred Datig', 'Joe Garagiola, Sr.', 'Kitty Carlisle', 'Dominic Bond', 'Jean-François Brousseau', 'Francis Campeau', 'Raphaël Cardin', 'Marc-Antoine Côté', 'Antoine Drolet-Dumoulin', 'Léon Dussault-Gagné', 'Simon Houle-Gauthier', 'Vincent Généreux', 'Sébastien Jean', 'Pascal Larouche', 'William Lauzon', 'Florent Legault', 'Jason McNally', 'Julien Normandeau', 'David Parent-Laliberté', 'Alexandre Pepin', 'Nicolas Radeschi', 'Jonathan René', 'Samuel St-Amour']",Steven Spielberg,6.771429076923077,2002,2000,Larga (2-3h),Alto
40000000.0,97630,en,38.306954,2012-12-19,132820716.0,157.0,Zero Dark Thirty,6.7,1702,"['Thriller', 'Drama', 'History']",['United States of America'],"['Jessica Chastain', 'Jason Clarke', 'Mark Strong', 'Joel Edgerton', 'Chris Pratt', 'Kyle Chandler', 'Edgar Ramírez', 'Mark Duplass', 'Scott Adkins', 'Jennifer Ehle', 'Ricky Sekhon', 'Reda Kateb', 'Harold Perrineau', 'Jeremy Strong', 'J.J. Kandel', 'James Gandolfini', 'Stephen Dillane', 'John Schwab', 'Martin Delaney', 'John Barrowman', 'Jeff Mash', 'Taylor Kinney', 'Callan Mulvey', 'Siaosi Fonua', 'Phil Somerville', 'Nash Edgerton', 'Mike Colter', 'Jessica Collins', 'Frank Grillo', 'Fares Fares', 'Alexander Karim']",Kathryn Bigelow,3.3205179,2012,2010,Larga (2-3h),Alto
52000000.0,9767,en,26.251217,2006-06-01,204999686.0,106.0,The Break-Up,5.6,832,"['Romance', 'Comedy']",['United States of America'],"['Vince Vaughn', 'Jennifer Aniston', 'Joey Lauren Adams', 'Cole Hauser', 'Jon Favreau', 'Jason Bateman', 'Judy Davis', 'Justin Long', 'Ivan Sergei', 'John Michael Higgins', 'Ann-Margret', 'Vernon Vaughn', ""Vincent D'Onofrio"", 'Elaine Robinson', 'Jane Alderman', 'Jacqueline Williams']",Peyton Reed,3.9423016538461537,2006,2000,Media (1-2h),Medio
52000000.0,11631,en,30.780599,2008-07-03,609841637.0,108.0,Mamma Mia!,6.4,1386,"['Comedy', 'Romance']","['Germany', 'United Kingdom', 'United States of America']","['Meryl Streep', 'Pierce Brosnan', 'Amanda Seyfried', 'Colin Firth', 'Stellan Skarsgård', 'Julie Walters', 'Christine Baranski', 'Dominic Cooper', 'Ashley Lilley', 'Rachel McDowall', 'Philip Michael', 'Enzo Squillino, Jr.', 'Juan Pablo Di Pace', 'Niall Buggy', 'Ricardo Montez', 'Mia Soteriou', 'Chris Jarvis', 'George Georgiou', 'Hemi Yeroham', 'Maria Lopiano', 'Norma Atallah', 'Myra McFadyen', 'Leonie Hill', 'Jane Foufas', 'Nancy Baldwin', 'Helen Soraya']",Phyllida Lloyd,11.727723788461539,2008,2000,Media (1-2h),Alto
52000000.0,32856,en,25.41929,2010-02-10,216485654.0,125.0,Valentine's Day,5.7,1013,"['Comedy', 'Romance']",['United States of America'],"['Jessica Alba', 'Jessica Biel', 'Bradley Cooper', 'Eric Dane', 'Patrick Dempsey', 'Héctor Elizondo', 'Jamie Foxx', 'Jennifer Garner', 'Topher Grace', 'Anne Hathaway', 'Carter Jenkins', 'Ashton Kutcher', 'Queen Latifah', 'George Lopez', 'Shirley MacLaine', 'Emma Roberts', 'Julia Roberts', 'Taylor Lautner', 'Kathy Bates', 'Taylor Swift', 'Derek Theler', 'Katherine LaNasa', 'Joseph Leo Bwarie']",Garry Marshall,4.163185653846154,2010,2010,Larga (2-3h),Medio
50000000.0,6519,en,15.98212,2005-08-05,110803676.0,104.0,The Dukes of Hazzard,5.1,316,"['Action', 'Adventure', 'Comedy']",['United States of America'],"['Johnny Knoxville', 'Seann William Scott', 'Jessica Simpson', 'Willie Nelson', 'Burt Reynolds', 'M.C. Gainey', 'James Roday', 'David Koechner', 'Michael Weston', 'Nikki Griffin', 'Alice Greczyn', 'Joe Don Baker', 'Lynda Carter', 'Kevin Heffernan', 'Steve Lemme', 'Michael Roof', 'Jack Polick', 'Jacqui Maxwell', 'Charlie Finn', ""Therial 'Houseman' DeClouet"", 'Jim Cody Williams', 'Junior Brown']",Jay Chandrasekhar,2.21607352,2005,2000,Media (1-2h),Medio
52000000.0,8741,en,40.072583,1998-12-25,98126565.0,170.0,The Thin Red Line,7.2,771,"['Drama', 'History', 'War']","['Canada', 'United States of America']","['Sean Penn', 'Adrien Brody', 'Jim Caviezel', 'Ben Chaplin', 'George Clooney', 'John Cusack', 'Woody Harrelson', 'Elias Koteas', 'Nick Nolte', 'John C. Reilly', 'John Travolta', 'Kirk Acevedo', 'Mark Boone Junior', 'Matt Doran', 'Paul Gleeson', 'Don Harvey', 'Arie Verveen', 'Jared Leto', 'John Savage', 'Nick Stahl', 'Miranda Otto', 'Tim Blake Nelson', 'Dash Mihok', 'Larry Romano', 'Penelope Allen', 'Danny Hoch']",Terrence Malick,1.887049326923077,1998,1990,Larga (2-3h),Alto
52000000.0,49520,en,32.015477,2011-08-05,75450437.0,112.0,The Change-Up,5.9,736,['Comedy'],['United States of America'],"['Olivia Wilde', 'Ryan Reynolds', 'Jason Bateman', 'Leslie Mann', 'Mircea Monroe', 'Alan Arkin', 'TJ Hassan', 'Gregory Itzin', 'Ned Schmidtke', 'Ming Lo', 'Sydney Rouviere', 'Craig Bierko', 'Dax Griffin', 'Andrea Moore', 'Matthew Cornwell', ""Taaffe O'Connell"", 'Bailey Anne Borders', 'Clay Chamberlin', 'Jeanine Jackson']",David Dobkin,1.4509699423076923,2011,2010,Media (1-2h),Medio
82000000.0,1850,en,24.444186,1999-12-22,47434430.0,118.0,Man on the Moon,6.9,435,"['Comedy', 'Drama', 'Romance']",['United States of America'],"['Jim Carrey', 'Courtney Love', 'Bob Zmuda', 'Danny DeVito', 'Gerry Becker', 'Leslie Lyles', 'Greyson Erik Pendry', 'George Shapiro', 'Vincent Schiavelli', 'Paul Giamatti', 'Christopher Lloyd', 'Jeff Conaway', 'Patton Oswalt', 'Pamela Abdy', 'David Koechner', 'Jerry Lawler', 'Jim Ross']",Miloš Forman,0.5784686585365854,1999,1990,Media (1-2h),Alto
52000000.0,524,en,40.06688,1995-11-22,116112375.0,178.0,Casino,7.8,1307,"['Drama', 'Crime']","['France', 'United States of America']","['Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods', 'Don Rickles', 'Alan King', 'Kevin Pollak', 'Pasquale Cajano', 'L.Q. Jones', 'Dick Smothers', 'Frank Vincent', 'Oscar Goodman', 'Richard Riehle', 'Catherine Scorsese', 'Vinny Vella', 'Nobu Matsuhisa', 'Erika von Tagen', 'Nick Mazzola', 'David Rose', 'John Bloom', 'Joseph Rigano', 'Philip Suriano', 'Melissa Prophet', 'Bill Allison', 'Joe La Due', 'Joseph P. Reidy', 'Craig Vincent', 'Carl Ciarfalio', 'Gene Ruffini', 'Dominick Grieco', 'Clem Caserta', 'Daniel P. Conte', 'Joey DePinto', 'Jack Orend', 'Paul Herman', 'Jed Mills', 'Claudia Haro', 'Ffolliott Le Coque', 'John Manca', 'Ronald Maccone', 'Joseph Bono', 'Frank Adonis', 'Anthony Russell', 'Stuart Nisbet', 'Alfred Nittoli']",Martin Scorsese,2.2329302884615383,1995,1990,Larga (2-3h),Alto
52000000.0,26389,en,27.916284,2010-02-05,52826594.0,92.0,From Paris with Love,6.1,675,"['Action', 'Crime', 'Thriller']","['United Kingdom', 'France']","['John Travolta', 'Jonathan Rhys Meyers', 'Kasia Smutniak', 'Richard Durden', 'Bing Yin', 'Amber Rose Revah', 'Eric Godon', 'François Bredon', 'Chems Dahmani', 'Sami Darr', 'Julien Hagnery', 'Mostéfa Stiti', 'Rebecca Dayan', 'Michaël Vander-Meiren', 'Didier Constant', 'Alexandra Boyd', 'Mike Powers', 'Nick Loren', 'Farid Elouardi', 'Mélissa Mars', 'Yin Hang', 'David Gasman', 'Frédéric Chau', 'David Gasman', 'Tam Solo']",Pierre Morel,1.0158960384615385,2010,2010,Media (1-2h),Alto
52000000.0,11817,en,15.20707,2003-03-28,,104.0,Bulletproof Monk,5.1,278,"['Action', 'Comedy', 'Fantasy']",['United States of America'],"['Seann William Scott', 'Jaime King', 'Karel Roden', 'Chow Yun-fat', 'K. C. Collins', 'Victoria Smurfit', 'Marcus Jean Pirae', 'Mako', 'Roger Yuan', 'Sean Bell', 'Kishaya Dudley', 'Rob Archer', 'Mauricio Rodas', 'Bayo Akinfemi', 'Russell Yuen']",Paul Hunter,,2003,2000,Media (1-2h),Medio
51000000.0,2123,en,39.001682,2000-06-22,149270999.0,116.0,"Me, Myself & Irene",6.1,927,['Comedy'],['United States of America'],"['Jim Carrey', 'Renée Zellweger', 'Anthony Anderson', 'Robert Forster', 'Richard Jenkins', 'Zen Gesner', 'Mongo Brownlee', 'Jerod Mixon', 'Chris Cooper', 'Cam Neely', 'Shannon Whirry', 'Traylor Howard', 'Tony Cox', 'Rob Moran', 'Nikki Tyler-Flynn', 'Steve Tyler']",Bobby Farrelly,2.9268823333333334,2000,2000,Media (1-2h),Alto
51000000.0,9907,en,10.430832,2006-08-04,72779000.0,90.0,Barnyard,5.3,225,"['Animation', 'Comedy', 'Family']","['Germany', 'United States of America']","['Courteney Cox', 'Kevin James', 'Sam Elliott', 'Danny Glover', 'Wanda Sykes', 'David Koechner', 'Andie MacDowell', 'Jeffrey Garcia', 'S. Scott Bullock', 'John DiMaggio', 'Cam Clarke', 'Maurice LaMarche', 'Dom Irrera', 'Tino Insana', 'Steve Oedekerk', 'Madeline Lovejoy', 'Earthquake', 'Fred Tatasciore', 'Maria Bamford', 'Rob Paulsen']",Steve Oedekerk,1.4270392156862746,2006,2000,Media (1-2h),Medio
,9969,en,5.952527,2006-11-22,47231070.0,93.0,Deck the Halls,5.1,109,"['Comedy', 'Family']",['United States of America'],"['Danny DeVito', 'Matthew Broderick', 'Kristin Davis', 'Kristin Chenoweth', 'Fred Armisen', 'Dylan Blue', 'Kelly Aldridge', 'Alia Shawkat', ""Sean O'Bryan"", 'Sabrina Aldridge', 'Garry Chalk', 'Zak Santiago', 'David Lewis', 'Ryan Devlin', 'Gillian Vigman', 'Jackie Burroughs', 'Nicola Peltz', 'Daniel Bacon', 'Su-chin Pak', 'Jorge Garcia', 'Cory Monteith']",John Whitesell,,2006,2000,Media (1-2h),Medio
50000000.0,18239,en,94.815867,2009-03-15,709827462.0,130.0,The Twilight Saga: New Moon,5.6,2436,"['Adventure', 'Fantasy', 'Drama', 'Romance']",['United States of America'],"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Billy Burke', 'Ashley Greene', 'Jackson Rathbone', 'Peter Facinelli', 'Elizabeth Reaser', 'Kellan Lutz', 'Nikki Reed', 'Edi Gathegi', 'Rachelle Lefevre', 'Anna Kendrick', 'Michael Welch', 'Christian Serratos', 'Gil Birmingham', 'Graham Greene', 'Michael Sheen', 'Jamie Campbell Bower', 'Dakota Fanning', 'Christopher Heyerdahl', 'Cameron Bright', 'Justin Chon', 'Tyson Houseman', 'Daniel Cudmore', 'Charlie Bewley', 'Chaske Spencer', 'Kiowa Gordon', 'Alex Meraz', 'Bronson Pelletier', 'Tinsel Korey', 'Justine Wachsberger', 'Noot Seear', 'Russell Roberts', 'Adrien Dorval', 'Michael Adamthwaite', 'Christina Jastrzembska']",Chris Weitz,14.19654924,2009,2000,Larga (2-3h),Medio
60000000.0,808,en,67.298732,2001-05-16,484409218.0,90.0,Shrek,7.3,4056,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['United States of America'],"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'John Lithgow', 'Vincent Cassel', 'Peter Dennis', 'Clive Pearse', 'Jim Cummings', 'Bobby Block', 'Chris Miller', 'Cody Cameron', 'Kathleen Freeman', 'Conrad Vernon', 'Christopher Knights', 'Simon J. Smith', 'Jacquie Barnbrook', 'Guillaume Aretos', 'John Bisom', 'Calvin Remsberg', 'Jean-Paul Vignon', 'Val Bettin', 'Andrew Adamson', 'Patty Cornell', 'Charles Dennis', 'Mehmet Ali Erbil', 'Susan Fitzer', 'Elisa Gabrielli', 'Gary A. Hecker', 'Frank Welker']",Andrew Adamson,8.073486966666668,2001,2000,Media (1-2h),Alto
50200000.0,38050,en,26.60772,2011-03-03,127869379.0,106.0,The Adjustment Bureau,6.5,1652,"['Science Fiction', 'Thriller', 'Romance']",['United States of America'],"['Matt Damon', 'Emily Blunt', 'John Slattery', 'Anthony Mackie', 'Lauren Hodges', 'Shane McRae', 'Terence Stamp', 'Michael Kelly', 'Lisa Thoreson', 'Florence Kastriner', 'Natalie Carter', 'Phyllis MacBryde', 'Chuck Scarborough', 'Jon Stewart', 'Kar', 'RJ Konner', 'Susan D. Michaels', 'Gregory P. Hitchen', 'Amanda Warren', 'Jessica Lee Keller']",George Nolfi,2.5471987848605577,2011,2010,Media (1-2h),Alto
48000000.0,8367,en,28.803729,1991-06-14,390493908.0,143.0,Robin Hood: Prince of Thieves,6.6,909,['Adventure'],['United States of America'],"['Kevin Costner', 'Morgan Freeman', 'Christian Slater', 'Mary Elizabeth Mastrantonio', 'Alan Rickman', 'Geraldine McEwan', 'Michael McShane', 'Brian Blessed', 'Michael Wincott', 'Nick Brimble', 'Soo Drouet', 'Sean Connery', 'Bryan Adams', 'Daniel Peacock', 'Walter Sparrow', 'Harold Innocent', 'Jack Wild', 'Howard Lew Lewis', 'John Hallam', 'Pat Roach', 'Derek Deadman', 'John Tordoff', 'Michael Goldie', 'Liam Halligan', 'Marc Zuber', 'Merelina Kendall', 'Imogen Bain', 'Jimmy Gardner', 'Bobby Parr', 'Douglas Blackwell', 'Andy Hockley', 'Christopher Adamson', 'Richard Strange', 'Susannah Corbett', 'Daniel Newman']",Kevin Reynolds,8.13528975,1991,1990,Larga (2-3h),Alto
